Year,Version,Category_Name,SubCategory_Name,Project_Code,Project_Name,Funding_Source,Total,Thru FY23,Est FY24,Total6,FY 25,FY 26,FY 27,FY 28,FY 29,FY 30,Beyond
2025,Approved,Transportation,Traffic Improvements,P507017,Intersection and Spot Improvements,Contributions,482,482,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P507017,Intersection and Spot Improvements,Current Revenue: General,1841,1705,136,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P507017,Intersection and Spot Improvements,G.O. Bonds,31117,11560,4365,15192,2532,2532,2532,2532,2532,2532,0
2025,Approved,Transportation,Traffic Improvements,P507017,Intersection and Spot Improvements,Impact Tax,1622,1622,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P507055,Streetlighting,G.O. Bonds,25071,11479,1358,12234,2039,2039,2039,2039,2039,2039,0
2025,Approved,Transportation,Traffic Improvements,P507055,Streetlighting,Long-Term Financing,8978,8978,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P507055,Streetlighting,Utility Incentives,4477,4477,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P507055,Streetlighting,State Aid,250,250,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P507154,Traffic Signals,G.O. Bonds,79499,38138,6843,34518,5753,5753,5753,5753,5753,5753,0
2025,Approved,Transportation,Traffic Improvements,P507154,Traffic Signals,Recordation Tax Premium (MCG),8286,8286,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P507154,Traffic Signals,G.O. Bond Premium,186,186,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P507154,Traffic Signals,State Aid,1360,0,1360,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P507154,Traffic Signals,Current Revenue: General,185,0,185,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P507310,Public Facilities Roads,G.O. Bonds,2024,1205,147,672,112,112,112,112,112,112,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P507596,Bikeway Program Minor Projects,G.O. Bonds,20430,3059,5433,11938,1987,1833,1751,2060,2122,2185,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P507596,Bikeway Program Minor Projects,State Aid,2578,778,1800,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P507596,Bikeway Program Minor Projects,Impact Tax,4650,4650,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P507596,Bikeway Program Minor Projects,Contributions,200,200,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P507658,Bus Stop Improvements,G.O. Bonds,3198,3198,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P507658,Bus Stop Improvements,Current Revenue: Mass Transit,19566,1427,1691,5312,942,762,837,877,917,977,11136
2025,Approved,General Government,County Offices and Other Improvements,P507834,Energy Conservation: MCG,Current Revenue: General,4,0,4,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P507834,Energy Conservation: MCG,G.O. Bonds,42409,1559,150,40700,450,450,450,5450,18450,15450,0
2025,Approved,General Government,County Offices and Other Improvements,P507834,Energy Conservation: MCG,State Aid,499,499,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P507834,Energy Conservation: MCG,Utility Incentives,2656,1396,1260,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P508000,Subdivision Roads Participation,Contributions,4434,3579,855,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P508000,Subdivision Roads Participation,G.O. Bonds,15395,6321,8474,600,100,100,100,100,100,100,0
2025,Approved,Transportation,Roads,P508000,Subdivision Roads Participation,Intergovernmental,35,35,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P508000,Subdivision Roads Participation,Impact Tax,1565,1565,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P508000,Subdivision Roads Participation,Recordation Tax Premium (MCG),3634,3634,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P508113,Guardrail Projects,G.O. Bonds,5229,2851,332,2046,341,341,341,341,341,341,0
2025,Approved,Conservation of Natural Resources,Storm Drains,P508180,Facility Planning: Storm Drains,Current Revenue: General,4103,4103,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Storm Drains,P508180,Facility Planning: Storm Drains,G.O. Bonds,101,101,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Storm Drains,P508180,Facility Planning: Storm Drains,Current Revenue: Water Quality Protection,6948,3253,507,3188,518,534,534,534,534,534,0
2025,Approved,Conservation of Natural Resources,Storm Drains,P508180,Facility Planning: Storm Drains,Federal Aid,82,81,1,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Highway Maintenance,P508182,Sidewalk and Curb Replacement,Contributions,69,66,3,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Highway Maintenance,P508182,Sidewalk and Curb Replacement,G.O. Bonds,90303,46510,6200,37593,1863,7146,7146,7146,7146,7146,0
2025,Approved,Transportation,Highway Maintenance,P508182,Sidewalk and Curb Replacement,PAYGO,2955,2955,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Highway Maintenance,P508182,Sidewalk and Curb Replacement,Land Sale,10700,5238,179,5283,5283,0,0,0,0,0,0
2025,Approved,Transportation,Parking,P508250,Parking Silver Spring Facility Renovations,Current Revenue: Parking - Silver Spring,41243,15671,6817,18755,106,2573,3519,4019,4419,4119,0
2025,Approved,Transportation,Parking,P508255,Parking Bethesda Facility Renovations,Current Revenue: Parking - Bethesda,60010,23802,5988,30220,9720,4100,4100,4100,4100,4100,0
2025,Approved,General Government,County Offices and Other Improvements,P508331,Roof Replacement: MCG,G.O. Bonds,43714,23138,4636,15940,4740,2240,2240,2240,2240,2240,0
2025,Approved,Transportation,Highway Maintenance,P508527,Resurfacing: Primary/Arterial,G.O. Bonds,99859,48829,7230,43800,7300,7300,7300,7300,7300,7300,0
2025,Approved,Transportation,Highway Maintenance,P508527,Resurfacing: Primary/Arterial,Recordation Tax Premium (MCG),3806,3806,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Highway Maintenance,P508527,Resurfacing: Primary/Arterial,G.O. Bond Premium,5000,5000,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Highway Maintenance,P508527,Resurfacing: Primary/Arterial,PAYGO,6125,6125,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P508728,Asbestos Abatement: MCG,G.O. Bonds,1914,1049,145,720,120,120,120,120,120,120,0
2025,Approved,General Government,County Offices and Other Improvements,P508768,Facility Planning: MCG,Current Revenue: General,11701,9653,438,1610,310,260,260,260,260,260,0
2025,Approved,General Government,County Offices and Other Improvements,P508768,Facility Planning: MCG,G.O. Bonds,625,625,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P508768,Facility Planning: MCG,Current Revenue: Solid Waste Disposal,20,20,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P508768,Facility Planning: MCG,State Aid,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P508941,HVAC/Elec Replacement: MCG,G.O. Bonds,52607,18888,16019,17700,2950,2950,2950,2950,2950,2950,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P509036,Transportation Improvements For Schools,G.O. Bonds,3615,2051,208,1356,226,226,226,226,226,226,0
2025,Approved,Transportation,Bridges,P509132,Bridge Design,Federal Aid,956,956,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Bridges,P509132,Bridge Design,G.O. Bonds,35752,19081,4102,12569,2488,2175,2175,1969,1957,1805,0
2025,Approved,Transportation,Bridges,P509132,Bridge Design,Land Sale,15,15,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Bridges,P509132,Bridge Design,PAYGO,340,340,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Bridges,P509132,Bridge Design,State Aid,2069,2069,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P509325,ADA Compliance: Transportation,G.O. Bonds,17504,9061,1951,6492,1082,1082,1082,1082,1082,1082,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P509325,ADA Compliance: Transportation,Developer Payments,300,0,300,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P509337,Facility Planning-Roads,Contributions,4,4,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P509337,Facility Planning-Roads,Current Revenue: General,48041,38474,4022,4640,1035,1015,315,630,800,845,905
2025,Approved,Transportation,Roads,P509337,Facility Planning-Roads,Impact Tax,6070,6070,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P509337,Facility Planning-Roads,Intergovernmental,785,785,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P509337,Facility Planning-Roads,Land Sale,2099,2099,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P509337,Facility Planning-Roads,Current Revenue: Mass Transit,5633,5633,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P509337,Facility Planning-Roads,Recordation Tax Premium (MCG),3610,3610,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P509337,Facility Planning-Roads,State Aid,75,75,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P509399,Advanced Transportation Management System,Current Revenue: Cable TV,2241,2241,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P509399,Advanced Transportation Management System,Contributions,95,95,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P509399,Advanced Transportation Management System,State Aid,10873,10873,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P509399,Advanced Transportation Management System,Transportation Improvement Credit,500,500,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P509399,Advanced Transportation Management System,Current Revenue: General,28048,20811,1189,6048,1008,1008,1008,1008,1008,1008,0
2025,Approved,Transportation,Traffic Improvements,P509399,Advanced Transportation Management System,Federal Aid,2504,2504,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P509399,Advanced Transportation Management System,G.O. Bonds,8396,8396,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P509399,Advanced Transportation Management System,Current Revenue: Mass Transit,8564,8564,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P509399,Advanced Transportation Management System,PAYGO,2226,2226,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P509399,Advanced Transportation Management System,Recordation Tax Premium (MCG),7800,4300,500,3000,500,500,500,500,500,500,0
2025,Approved,General Government,County Offices and Other Improvements,P509514,Planned Lifecycle Asset Replacement: MCG,G.O. Bonds,29791,6860,7631,15300,2550,2550,2550,2550,2550,2550,0
2025,Approved,General Government,County Offices and Other Improvements,P509514,Planned Lifecycle Asset Replacement: MCG,PAYGO,7890,7890,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P509514,Planned Lifecycle Asset Replacement: MCG,Current Revenue: General,220,220,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P509523,Neighborhood Traffic Calming,G.O. Bonds,7661,2737,514,4410,735,735,735,735,735,735,0
2025,Approved,General Government,Technology Services,P509651,FiberNet,Current Revenue: Cable TV,69099,68857,242,0,0,0,0,0,0,0,0
2025,Approved,General Government,Technology Services,P509651,FiberNet,Contributions,1611,1611,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,Technology Services,P509651,FiberNet,Current Revenue: General,39702,5769,10455,23478,4157,4157,4157,4157,3425,3425,0
2025,Approved,General Government,Technology Services,P509651,FiberNet,G.O. Bonds,8866,8866,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,Technology Services,P509651,FiberNet,PAYGO,2147,2147,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Parking,P509709,Parking Wheaton Facility Renovations,Current Revenue: Parking - Wheaton,2198,524,481,1193,112,112,237,244,244,244,0
2025,Approved,Transportation,Bridges,P509753,Bridge Renovation,G.O. Bonds,69147,34312,12077,22758,3793,3793,3793,3793,3793,3793,0
2025,Approved,Transportation,Bridges,P509753,Bridge Renovation,State Aid,4114,559,2193,1362,227,227,227,227,227,227,0
2025,Approved,Transportation,Bridges,P509753,Bridge Renovation,Stormwater Management Waiver Fees,1000,1000,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Bridges,P509753,Bridge Renovation,Federal Aid,800,0,800,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P509914,Resurfacing Parking Lots: MCG,Current Revenue: Liquor,157,92,65,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P509914,Resurfacing Parking Lots: MCG,G.O. Bonds,16623,11987,736,3900,650,650,650,650,650,650,0
2025,Approved,General Government,County Offices and Other Improvements,P509923,Elevator Modernization,G.O. Bonds,25554,16122,3432,6000,1000,1000,1000,1000,1000,1000,0
2025,Approved,Conservation of Natural Resources,Storm Drains,P509948,Outfall Repairs,G.O. Bonds,5357,5357,0,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Storm Drains,P509948,Outfall Repairs,Water Quality Protection Bonds,6534,1202,1299,4033,0,1029,751,751,751,751,0
2025,Approved,Conservation of Natural Resources,Storm Drains,P509948,Outfall Repairs,Current Revenue: Water Quality Protection,3934,1324,499,2111,999,0,278,278,278,278,0
2025,Approved,Conservation of Natural Resources,Storm Drains,P509948,Outfall Repairs,Long-Term Financing,1148,1148,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P509970,Life Safety Systems: MCG,G.O. Bonds,18112,12826,1536,3750,625,625,625,625,625,625,0
2025,Approved,Transportation,Mass Transit (MCG),P509974,Silver Spring Transit Center,Contributions,868,868,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P509974,Silver Spring Transit Center,Federal Aid,53556,53556,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P509974,Silver Spring Transit Center,G.O. Bonds,61266,61266,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P509974,Silver Spring Transit Center,Current Revenue: General,1600,1361,239,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P509974,Silver Spring Transit Center,Impact Tax,2203,2203,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P509974,Silver Spring Transit Center,Land Sale,4339,4339,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P509974,Silver Spring Transit Center,Current Revenue: Mass Transit,93,93,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P509974,Silver Spring Transit Center,PAYGO,10072,10072,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P509974,Silver Spring Transit Center,Recordation Tax Premium (MCG),4180,4180,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P509974,Silver Spring Transit Center,State Aid,10914,10914,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P509975,Silver Spring Green Trail,Current Revenue: General,265,265,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P509975,Silver Spring Green Trail,G.O. Bonds,862,461,394,7,6,1,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P509975,Silver Spring Green Trail,PAYGO,848,848,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P546034,Land Acquisition: MCPS,G.O. Bonds,7357,6022,1335,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P546034,Land Acquisition: MCPS,Revolving Fund: G.O. Bonds,648,0,648,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P601502,Avery Road Treatment Center,G.O. Bonds,50,0,50,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P601502,Avery Road Treatment Center,PAYGO,5199,5199,0,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P601502,Avery Road Treatment Center,State Aid,4470,4470,0,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P601502,Avery Road Treatment Center,Recordation Tax Premium (MCG),297,297,0,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P640400,School Based Health and Linkages to Learning Centers,Current Revenue: General,336,140,146,50,50,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P640400,School Based Health and Linkages to Learning Centers,Federal Aid,494,494,0,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P640400,School Based Health and Linkages to Learning Centers,G.O. Bonds,18055,9633,4068,3645,1194,1034,0,0,708,709,709
2025,Approved,Health and Human Services,Health and Human Services,P640400,School Based Health and Linkages to Learning Centers,Recordation Tax Premium (MCG),65,65,0,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P640902,High School Wellness Center and Expanded Wellness Services,Current Revenue: General,1909,0,1909,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P640902,High School Wellness Center and Expanded Wellness Services,G.O. Bonds,29587,5425,10306,11063,125,3974,883,1432,2158,2491,2793
2025,Approved,Health and Human Services,Health and Human Services,P640902,High School Wellness Center and Expanded Wellness Services,State Aid,1000,0,0,1000,0,1000,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P649187,Child Care in Schools,G.O. Bonds,2174,2123,51,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P649187,Child Care in Schools,PAYGO,1512,1512,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651502,S. Christa McAuliffe ES Addition,G.O. Bonds,4079,4074,5,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651502,S. Christa McAuliffe ES Addition,Schools Impact Tax,5034,5034,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651502,S. Christa McAuliffe ES Addition,State Aid,1541,1541,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651503,North Bethesda MS Addition,G.O. Bonds,11895,11887,8,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651503,North Bethesda MS Addition,School Facilities Payment,824,824,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651503,North Bethesda MS Addition,Schools Impact Tax,4200,4200,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651503,North Bethesda MS Addition,State Aid,4145,4145,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651513,Bethesda-Chevy Chase HS Addition,G.O. Bonds,17528,17524,4,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651513,Bethesda-Chevy Chase HS Addition,School Facilities Payment,613,613,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651513,Bethesda-Chevy Chase HS Addition,Schools Impact Tax,16869,16869,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651513,Bethesda-Chevy Chase HS Addition,State Aid,6682,6682,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651514,Ashburton ES Addition,G.O. Bonds,3033,3033,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651514,Ashburton ES Addition,School Facilities Payment,658,573,85,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651514,Ashburton ES Addition,Recordation Tax,7072,7072,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651514,Ashburton ES Addition,State Aid,73,73,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651518,Gaithersburg Cluster Elementary School #8,G.O. Bonds,8890,7876,1014,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651518,Gaithersburg Cluster Elementary School #8,School Facilities Payment,852,852,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651518,Gaithersburg Cluster Elementary School #8,State Aid,8725,8725,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651518,Gaithersburg Cluster Elementary School #8,Recordation Tax,20849,20849,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651518,Gaithersburg Cluster Elementary School #8,Schools Impact Tax,3866,3857,9,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651704,Walt Whitman HS Addition,G.O. Bonds,7887,6870,1017,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651704,Walt Whitman HS Addition,State Aid,6133,5804,329,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651704,Walt Whitman HS Addition,Schools Impact Tax,11385,11385,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651704,Walt Whitman HS Addition,Recordation Tax,5172,5172,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651705,Thomas W. Pyle MS Addition,G.O. Bonds,20032,19915,117,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651705,Thomas W. Pyle MS Addition,State Aid,5082,5081,1,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651706,Takoma Park MS Addition,G.O. Bonds,20229,18786,1443,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651706,Takoma Park MS Addition,State Aid,4957,4957,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651708,Pine Crest ES Addition,G.O. Bonds,6732,6729,3,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651708,Pine Crest ES Addition,State Aid,1891,1891,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651709,Montgomery Knolls ES Addition,G.O. Bonds,9160,8639,521,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651709,Montgomery Knolls ES Addition,State Aid,1445,1445,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651713,Clarksburg Cluster ES (Clarksburg Village Site #2),G.O. Bonds,7258,7258,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651713,Clarksburg Cluster ES (Clarksburg Village Site #2),Schools Impact Tax,17508,17493,15,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P651713,Clarksburg Cluster ES (Clarksburg Village Site #2),State Aid,8049,7096,953,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P651801,Outdoor Play Space Maintenance Project,Current Revenue: General,375,375,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P651801,Outdoor Play Space Maintenance Project,G.O. Bonds,8375,4322,1353,2700,450,450,450,450,450,450,0
2025,Approved,Montgomery College,Higher Education,P661401,College Affordability Reconciliation,Current Revenue: General,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P661602,Collegewide Physical Education Renovations,Major Facilities Capital Projects Fund (College),17500,10519,5481,1500,0,0,0,0,0,1500,0
2025,Approved,Culture and Recreation,Libraries,P710500,Clarksburg Library,G.O. Bonds,33740,8,4069,29663,1052,12776,15004,831,0,0,0
2025,Approved,Culture and Recreation,Libraries,P711502,Library Refurbishment Level of Effort,G.O. Bonds,46853,12874,687,26499,5399,4619,3244,5109,6048,2080,6793
2025,Approved,Culture and Recreation,Libraries,P711502,Library Refurbishment Level of Effort,State Aid,4896,2883,1056,957,957,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Libraries,P711502,Library Refurbishment Level of Effort,Recordation Tax Premium (MCG),1035,1035,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Libraries,P711503,21st Century Library Enhancements Level Of Effort,Current Revenue: General,12594,6034,1898,4662,777,777,777,777,777,777,0
2025,Approved,Culture and Recreation,Libraries,P711503,21st Century Library Enhancements Level Of Effort,G.O. Bonds,225,225,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Libraries,P711704,Noyes Library for Young Children Rehabilitation and Renovation,Contributions,1475,86,368,1021,1021,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Libraries,P711704,Noyes Library for Young Children Rehabilitation and Renovation,Current Revenue: General,500,0,0,500,500,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Libraries,P711704,Noyes Library for Young Children Rehabilitation and Renovation,G.O. Bonds,2389,369,0,2020,1990,30,0,0,0,0,0
2025,Approved,Culture and Recreation,Libraries,P711704,Noyes Library for Young Children Rehabilitation and Renovation,PAYGO,257,257,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P720100,North Bethesda Community Recreation Center,G.O. Bonds,1536,0,0,0,0,0,0,0,0,0,1536
2025,Approved,Culture and Recreation,Recreation,P720601,Cost Sharing: MCG,Contributions,150,150,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P720601,Cost Sharing: MCG,Current Revenue: General,45250,21825,11675,11750,6750,1000,1000,1000,1000,1000,0
2025,Approved,Culture and Recreation,Recreation,P720601,Cost Sharing: MCG,G.O. Bonds,2398,2398,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P720601,Cost Sharing: MCG,Land Sale,2661,2661,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P720601,Cost Sharing: MCG,Long-Term Financing,3850,3850,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P720601,Cost Sharing: MCG,Recordation Tax Premium (MCG),1316,1316,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P720601,Cost Sharing: MCG,State Aid,4100,4100,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P721503,Kennedy Shriver Aquatic Center Building Envelope Improvement,G.O. Bonds,33919,2203,1363,30353,19822,10221,310,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P721701,Silver Spring Recreation and Aquatic Center,G.O. Bonds,36568,27468,8958,142,142,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P721701,Silver Spring Recreation and Aquatic Center,PAYGO,29621,29621,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P721701,Silver Spring Recreation and Aquatic Center,Recordation Tax Premium (MCG),5883,5883,0,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Acquisition,P727007,ALARF: M-NCPPC,Revolving Fund (M-NCPPC Only),32398,16798,3000,12600,2100,2100,2100,2100,2100,2100,0
